Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Return on capital employed,Profit after tax,Return on assets,Debt to equity,Return on equity,EPS,Debt,Earnings yield,EVEBITDA,Current ratio,Interest Coverage Ratio,Price to Sales,Price to Free Cash Flow,Net worth,Interest Coverage,Debt Capacity,Debt To Profit,Total Capital Employed,Leverage,Altman Z Score,Market Capt to Cash Flow,Market cap to quarterly profit,Dividend Payout Ratio,Financial leverage,Quick ratio,Sales,OPM,Change in promoter holding,Sales last year,Operating profit last year,Other income last year,EBIDT last year,Depreciation last year,EBIT last year,Interest last year,Profit before tax last year,Extraordinary items last year,Equity capital,Preference capital,Reserves,Secured loan,Unsecured loan,Balance sheet total,Current assets,Current liabilities,Operating profit,Interest,Depreciation,EBIT,Net profit,Cash from operations last year,Free cash flow last year,Cash from investing last year,Cash from financing last year,Market Capitalization
Knowledge Marine,543273,KMEW,INE0CJD01029,Engineering Services,Dredging,1774.65,24.67,63.79,15.07,0.61,25.77,27.89,145.69,2.01,43.04,1.57,6.65,18.34,-221.76,253.43,6.65,0.01,2.94,269.24,1.51,18.22,74.87,142.30,0.00,1.51,1.56,236.13,40.30,0.00,200.71,78.23,5.19,83.43,11.43,72.00,9.79,62.20,-0.01,24.44,0.00,228.99,133.48,0.00,432.23,143.39,91.48,95.15,13.34,14.08,88.74,66.39,57.84,-43.38,-126.96,63.50,4330.22
KNR Construct.,532942,KNRCON,INE634I01029,Construction,Civil Construction,122.10,28.58,543.79,17.05,0.49,27.24,16.72,2320.62,13.82,6.64,4.38,3.90,1.15,77.04,4762.56,3.90,-0.53,2.32,3020.77,1.42,2.70,-6.04,33.30,0.70,1.42,4.17,2977.63,25.65,0.00,4753.17,1609.63,172.18,1907.59,314.22,1593.37,208.01,1259.58,-125.78,56.25,0.00,4706.31,1846.63,2.84,7693.65,3336.52,761.71,763.71,196.51,68.38,766.90,338.37,-566.58,-592.14,-166.56,480.09,3423.13
Kokuyo Camlin,523207,KOKUYOCMLN,INE760A01029,Household Products,Stationary,92.11,3.65,26.29,1.23,0.04,1.95,2.62,11.70,4.31,14.89,2.41,14.34,1.18,50.59,321.55,14.34,0.14,2.01,307.82,1.57,6.75,16.83,230.61,0.00,1.57,0.95,779.77,7.75,0.00,762.53,33.85,0.72,34.60,21.21,13.39,4.61,8.75,-0.03,10.03,0.00,311.52,0.00,54.10,446.03,256.94,106.75,60.44,2.76,21.26,39.59,26.29,54.54,33.73,-20.93,-35.82,917.82
Kolte Patil Dev.,532924,KOLTEPATIL,INE094I01018,Realty,"Residential, Commercial Projects",381.05,10.87,42.37,2.08,0.86,13.15,6.01,1052.06,2.56,33.54,1.09,3.79,2.79,40.38,1222.29,3.79,0.15,9.62,649.43,6.17,1.43,11.90,745.79,0.00,6.17,0.27,1205.02,4.26,0.00,1717.38,175.88,51.47,223.38,14.27,209.11,41.91,171.17,3.97,88.68,0.00,1133.61,1105.85,33.13,6444.19,5661.20,5187.06,51.28,26.92,16.66,102.15,42.50,281.91,224.69,-240.84,-160.42,3356.04
Kopran,524280,KOPRAN,INE082A01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,159.80,9.75,16.55,4.86,0.31,7.64,3.43,156.83,3.67,17.95,1.63,3.26,1.24,-40.24,501.09,3.26,-0.05,4.07,520.19,1.53,3.53,18.38,82.53,37.58,1.53,0.99,619.77,7.05,0.00,629.60,72.90,3.98,76.88,15.59,61.29,9.34,51.95,0.00,48.29,0.00,452.80,133.32,14.47,813.17,446.65,274.85,43.70,10.07,16.83,32.79,16.55,41.94,-16.96,-56.43,25.87,770.86
Kotak Mah. Bank,500247,KOTAKBANK,INE237A01036,Banks,Private Sector Bank,376.80,8.17,18797.50,2.68,3.62,15.37,18.91,607199.72,5.75,17.40,2.00,1.85,5.45,39.93,167935.49,1.85,-0.68,27.44,50824.72,5.23,1.25,22.13,76.04,2.25,5.23,2.00,68725.78,23.86,0.00,65668.83,16778.28,41426.21,58158.69,940.91,57217.78,28274.55,28989.03,45.80,994.55,0.00,166940.94,97622.03,494707.48,912952.41,95854.54,47868.16,16399.53,29403.66,0.00,54304.27,18797.50,16915.73,15767.64,-25225.57,22165.20,374429.42
Kothari Petroche,,KOTHARIPET,INE720A01015,Chemicals & Petrochemicals,Petrochemicals,134.63,29.99,72.17,18.88,0.01,23.82,12.23,2.62,12.33,7.45,2.16,100.35,1.34,65.80,335.90,100.35,0.28,0.04,279.84,1.14,6.67,13.48,42.37,0.00,1.14,1.43,591.45,16.32,0.00,577.34,80.23,11.49,91.74,8.41,83.33,1.10,82.21,-0.02,59.19,0.00,276.71,0.00,3.01,409.01,124.37,57.66,96.55,0.96,8.52,96.34,71.98,58.77,-27.14,-43.43,-7.49,792.25
Kothari Products,530299,KOTHARIPRO,INE823A01017,Commercial Services & Supplies,Trading & Distributors,73.50,-4.68,35.79,-5.26,0.23,-6.60,7.75,256.25,8.14,11.75,4.19,5.10,0.47,2.55,1121.21,5.10,2.71,-2.73,845.91,1.29,2.77,4.32,-802.74,0.00,1.29,3.84,916.00,-3.34,0.00,957.86,-86.80,5.56,-60.55,1.88,-62.43,5.66,-88.78,-20.69,59.69,97.32,1061.52,24.37,142.07,1530.49,972.53,232.16,-30.59,10.53,2.38,53.70,45.42,100.26,98.00,-97.91,50.56,433.48
Kothari Sugars,,KOTARISUG,INE419A01022,Agricultural Food & other Products,Sugar,27.13,3.22,-15.16,1.03,0.17,1.69,0.64,48.65,-5.55,-477.65,2.36,-3.53,0.93,9.76,283.30,-3.53,0.83,4.66,300.44,1.61,2.66,4.29,-30.81,0.00,1.61,1.72,240.87,-6.54,0.00,310.02,12.24,22.75,25.75,14.66,11.09,3.57,16.76,9.24,82.89,0.00,200.41,49.17,0.75,419.17,242.76,102.85,-15.76,4.28,14.54,-15.11,5.29,52.45,47.27,-27.73,-3.72,224.88
Kotyark Indust.,544726,KOTYARK,INE0J0B01017,Petroleum Products,Refineries & Marketing,429.30,13.03,2.72,6.21,0.54,9.83,2.65,80.70,2.21,20.38,2.58,1.62,1.85,-18.01,149.19,1.62,,5.60,175.61,1.60,5.31,14.28,71.91,60.89,1.60,0.74,238.66,10.51,-3.92,288.10,42.49,0.75,42.89,15.26,27.63,7.73,20.25,0.35,10.28,0.00,138.91,56.65,12.22,247.37,165.76,64.36,25.09,7.09,14.09,11.46,3.23,30.92,17.48,-13.43,-22.17,441.55
Kovai Medical,523323,KOVAI,INE177F01017,Healthcare Services,Hospital,5919.35,23.31,235.81,12.94,0.34,21.23,215.50,398.88,5.29,14.46,1.26,10.03,4.25,56.47,1190.21,10.03,0.12,1.91,1590.02,1.49,7.74,18.41,99.94,5.24,1.49,1.20,1529.90,28.09,0.00,1371.11,390.28,21.23,412.38,97.59,314.79,36.37,277.55,-0.87,10.94,0.00,1179.27,381.90,33.44,1917.05,382.28,302.61,429.80,34.98,104.83,350.70,235.81,352.91,0.74,-611.77,62.09,6497.81
KP Green Engg.,544150,,INE0QVH01025,Electrical Equipment,Heavy Electrical Equipment,431.25,30.04,104.93,12.80,0.53,25.08,20.86,203.60,6.91,13.54,1.03,8.31,2.24,-29.39,382.40,8.31,-0.09,2.77,353.83,1.78,4.78,112.83,36.92,2.72,1.78,0.61,964.35,17.26,0.00,694.57,109.12,6.64,116.49,5.86,110.63,10.06,99.84,-0.73,25.00,0.00,357.40,89.27,11.10,1153.98,742.47,720.56,166.44,19.54,11.29,162.29,104.32,19.11,-164.77,-197.07,30.03,2156.25
KPI Green Energy,542323,KPIGREEN,INE542W01025,Power,Power Generation,461.55,17.50,428.49,9.05,0.96,19.73,21.80,2533.47,7.01,12.46,2.63,5.26,3.69,-16.15,2649.84,5.26,-0.19,7.79,4945.53,1.49,4.13,43.84,78.51,4.93,1.49,2.11,2469.51,33.55,0.24,1735.45,563.77,17.10,583.47,60.51,522.96,79.45,440.91,-2.60,98.67,0.00,2551.17,1108.82,366.05,6163.92,2972.40,1129.09,828.43,143.99,110.58,757.47,457.94,207.73,-1296.58,-1586.90,1806.63,9107.26
KPIT Technologi.,542651,KPITTECH,INE04I401011,IT - Software,Computers - Software & Consulting,735.60,40.03,760.96,18.14,0.16,32.50,26.23,529.15,5.49,14.52,0.93,17.83,3.22,24.75,3263.35,17.83,0.18,0.63,3397.76,1.56,6.92,14.52,115.11,27.51,1.56,0.90,6272.27,19.56,0.00,5842.35,1229.78,170.12,1375.60,224.96,1150.64,42.39,1132.55,24.30,272.14,0.00,2991.21,1.53,343.33,6713.79,2617.49,2811.80,1226.66,60.82,276.52,1084.12,719.13,1389.53,1262.20,-627.80,-342.44,20171.70
KRBL,530813,KRBL,INE001B01026,Agricultural Food & other Products,Other Agricultural Products,373.95,11.84,646.87,7.83,0.01,9.42,28.26,70.99,10.77,8.37,8.58,74.61,1.42,43.67,5482.47,74.61,0.38,0.15,5601.03,1.16,5.73,8.92,50.41,16.83,1.16,4.86,6014.61,14.49,0.00,5593.81,674.37,61.29,735.18,81.10,654.08,14.55,640.01,0.48,22.89,0.00,5459.58,334.97,71.71,6258.19,5250.04,611.55,871.61,11.81,89.02,881.11,646.87,960.75,865.83,-523.15,-251.67,8568.87
Krishana Phosch.,,KRISHANA,INE506W01012,Fertilizers & Agrochemicals,Fertilizers,686.85,27.24,180.15,13.46,1.31,38.15,29.75,733.46,5.77,15.44,1.36,7.22,1.72,-40.28,560.73,7.22,-0.19,4.07,755.76,2.39,6.79,-21.73,50.06,1.72,2.39,0.99,2418.00,12.34,0.68,2418.00,298.34,15.83,314.17,34.40,279.77,38.74,241.03,0.00,61.83,0.00,498.90,375.28,0.93,1640.71,1146.41,842.06,298.34,38.74,34.40,279.77,180.15,-191.41,-304.73,-115.60,316.27,4159.05
Krishca Strapp.,,KRISHCA,INE0NR701018,Industrial Products,Iron & Steel Products,191.25,20.37,12.48,9.81,0.76,16.55,8.78,82.84,6.16,11.96,1.00,4.51,1.55,-17.63,109.53,4.51,-0.31,7.06,70.73,1.16,3.78,-13.67,44.69,0.00,1.16,0.63,178.17,15.78,-0.76,149.20,22.64,1.88,24.50,4.76,19.74,3.78,15.98,0.02,14.19,0.00,95.34,28.34,4.78,223.95,87.90,87.96,28.12,4.90,7.88,22.09,12.48,-20.20,-34.97,-42.08,62.04,276.17
Krishival Foods,544416,KRISHIVAL,INE0GGO01015,Food Products,Other Food Products,335.00,14.81,20.23,8.88,0.19,10.53,7.90,27.48,3.42,24.36,3.80,10.98,3.38,-65.62,144.47,10.98,-0.02,2.03,130.35,1.13,10.57,19.29,145.68,3.95,1.13,2.28,264.38,10.82,0.02,202.23,21.24,4.07,25.31,4.35,20.96,1.23,19.73,0.00,22.30,0.00,122.17,9.95,2.82,199.27,118.40,31.14,28.61,2.87,6.29,31.52,21.97,46.38,33.22,-28.48,-9.30,894.48
Krishna Defence,,KRISHNADEF,INE0J5601015,Aerospace & Defense,Aerospace & Defense,1081.60,24.31,26.94,14.78,0.00,18.44,18.52,0.76,2.32,39.83,5.38,59.35,7.30,-122.74,166.45,59.35,0.01,0.03,128.48,1.13,17.25,-142.06,158.66,3.21,1.13,3.18,221.29,17.08,-0.06,194.32,30.98,2.88,33.84,2.66,31.18,1.54,29.66,0.02,14.92,0.00,151.53,9.45,0.00,190.33,126.13,23.43,37.79,0.62,3.06,36.80,26.94,-11.37,-23.78,5.04,1.57,1615.19
Krishna Institu.,543308,KIMS,INE967H01025,Healthcare Services,Hospital,674.45,15.00,293.38,8.32,1.40,18.48,7.51,3187.00,1.88,36.88,0.72,3.50,7.43,-125.60,2270.40,3.50,-0.06,7.68,4892.90,2.22,7.76,46.32,504.68,0.00,2.22,0.65,3626.90,21.88,0.00,3035.10,793.00,42.70,809.20,177.20,632.00,100.40,558.10,26.50,80.00,0.00,2190.40,1905.10,651.60,6625.30,823.30,1145.70,793.50,161.10,250.80,563.70,315.00,581.80,-379.90,-1115.80,543.10,26950.13
Kriti Industries,526423,KRITI,INE479D01038,Industrial Products,Plastic Products - Industrial,81.02,6.02,-5.79,-0.92,0.46,-2.42,-1.26,100.51,0.69,25.55,1.43,0.20,0.73,64.86,218.11,0.20,0.06,-23.54,260.15,2.30,3.94,12.60,1467.76,0.00,2.30,0.56,583.09,2.88,0.35,721.91,28.32,3.65,31.97,14.46,17.51,23.28,-5.77,0.00,5.27,0.00,212.84,53.15,47.29,421.42,220.19,153.86,16.81,17.35,16.37,3.46,-6.55,33.77,2.64,-36.56,2.58,425.65
Kriti Nutrients,533210,KRITINUT,INE798K01010,Agricultural Food & other Products,Edible Oil,100.50,24.46,32.60,16.24,0.03,18.69,6.51,5.91,9.60,9.24,5.31,79.26,0.57,18.47,228.72,79.26,0.25,0.16,147.09,1.05,8.70,15.48,53.71,4.06,1.05,3.43,866.33,4.64,0.00,734.34,48.03,7.76,54.81,5.44,49.37,0.57,49.78,0.98,5.01,0.00,223.71,0.00,3.07,255.91,110.00,20.70,40.20,0.54,5.71,42.80,32.60,31.96,27.31,-28.86,-10.65,494.67
KRN Heat Exchan,544263,KRN,INE0Q3J01015,Industrial Products,Other Industrial Products,1328.35,20.75,67.97,12.41,0.06,16.82,10.94,30.47,1.17,74.36,2.19,23.06,14.94,,528.45,23.06,,0.58,529.46,0.85,20.71,384.76,364.05,0.00,0.85,1.23,552.08,17.72,0.00,429.65,70.50,11.86,82.36,4.63,77.73,3.41,74.32,0.00,62.16,0.00,466.29,33.47,0.00,728.78,432.47,197.44,97.81,4.18,13.98,96.39,67.97,21.44,-64.52,-279.26,257.77,8249.30
Kronox Lab,544187,KRONOX,INE0ATZ01017,Chemicals & Petrochemicals,Specialty Chemicals,128.20,43.82,25.87,29.48,0.03,32.57,6.97,2.61,7.43,12.79,8.17,432.63,4.69,32.41,101.40,432.63,0.13,0.10,101.64,0.96,10.67,15.47,72.07,7.28,0.96,7.41,101.22,32.01,0.00,100.19,33.12,2.53,35.65,1.38,34.27,0.00,34.27,0.00,37.10,0.00,64.30,0.00,0.00,112.68,81.05,9.92,32.40,0.08,1.74,34.61,25.87,30.70,27.60,-28.39,-1.85,474.95
Kross Ltd,544253,KROSS,INE0O6601022,Auto Components,Auto Components & Equipments,188.92,21.72,49.91,10.38,0.13,16.51,7.74,60.00,6.41,14.08,3.20,9.56,1.92,-65.17,453.21,9.56,0.04,1.25,435.61,1.06,6.27,-37.87,86.85,0.00,1.06,2.25,632.72,12.83,0.14,620.41,81.26,5.27,86.49,6.85,79.64,12.29,67.39,0.04,32.26,0.00,420.95,30.90,3.05,599.69,357.61,111.76,81.18,8.18,8.47,78.17,49.91,-32.06,-60.35,-26.46,135.71,1214.11
Krsnaa Diagnost.,543328,KRSNAA,INE08LI01020,Healthcare Services,Healthcare Service Provider,600.95,12.52,80.36,6.46,0.30,9.29,24.80,283.57,6.50,9.31,1.45,4.72,2.81,-23.43,931.78,4.72,0.04,3.42,889.97,1.37,3.84,21.77,117.98,10.73,1.37,1.38,692.58,30.19,0.00,681.70,196.70,25.63,217.72,88.16,129.56,24.57,109.60,4.61,16.22,0.00,915.56,165.54,36.08,1502.51,577.95,398.01,209.08,28.84,89.31,136.24,80.36,89.38,-21.41,-101.83,13.91,1945.52
Krystal Integrat,544149,KRYSTAL,INE0QN801017,Commercial Services & Supplies,Diversified Commercial Services,599.20,16.82,57.60,8.83,0.22,14.98,41.23,100.82,9.51,9.38,2.01,6.33,0.72,-447.01,455.18,6.33,0.03,1.67,395.68,1.58,4.98,-25.00,58.74,3.48,1.58,2.01,1162.24,6.62,0.00,1113.24,73.27,17.29,90.51,8.04,82.47,10.28,72.24,0.05,13.97,0.00,441.21,83.91,6.33,756.91,576.16,286.74,76.90,13.49,10.80,85.42,57.60,-33.46,-59.85,-34.29,-8.46,836.44
KS Smart Technlogies,516038,,INE737E01011,IT - Services,IT Enabled Services,249.75,,20.15,,,,143.70,,,,,3.44,5.95,,,3.44,,,,,,,240.05,0.00,,,688.26,4.84,4.31,688.26,33.28,8.32,41.60,2.47,39.13,11.38,27.75,0.00,1.40,0.00,,,,,,,33.28,11.38,2.47,39.13,20.14,,,,,4097.65
KSB,500249,KSB,INE999A01023,Industrial Products,"Compressors, Pumps & Diesel Engines",1000.40,24.52,288.88,11.24,0.00,18.26,15.54,5.20,2.27,38.32,2.03,129.67,6.46,382.51,1678.80,129.67,0.04,0.02,1603.90,1.53,12.70,188.09,178.56,28.30,1.53,1.26,2695.70,13.86,0.00,2695.70,373.50,48.30,447.30,58.30,389.00,3.00,360.50,-25.50,34.80,0.00,1644.00,0.00,3.44,2792.60,2074.90,1024.50,373.50,3.00,58.30,389.00,270.50,92.60,-0.20,49.70,-72.10,17417.15
KSE,519421,,INE953E01022,Food Products,Animal Feed,206.00,42.92,122.56,27.93,0.07,33.98,38.30,24.13,25.18,3.80,6.15,65.04,0.40,15.73,351.55,65.04,0.51,0.26,366.91,1.07,9.59,4.62,40.32,28.04,1.07,3.74,1663.13,9.65,0.29,1649.50,120.23,10.57,127.19,5.62,121.57,2.46,122.72,3.61,3.20,0.00,348.35,0.13,23.93,430.56,360.41,58.64,160.45,2.59,7.54,168.46,122.56,142.67,127.87,-118.19,-18.56,659.20
KSH Internationa,544664,KSHINTL,INE987S01020,Industrial Products,Cables - Electricals,680.40,21.45,67.99,11.08,1.40,25.68,11.97,489.15,2.34,38.31,1.41,4.16,2.40,-94.23,355.94,4.16,-0.10,7.19,469.74,2.06,11.12,-472.24,188.20,0.00,2.06,0.82,1928.29,6.39,0.00,1928.29,123.14,9.90,133.04,14.00,119.04,28.61,90.43,0.00,33.88,0.00,322.06,345.15,21.32,937.57,617.74,438.32,123.14,28.61,14.00,119.04,67.99,-9.78,-129.94,-118.37,122.89,4618.46
Ksolves India,543599,KSOLVES,INE0D6I01023,IT - Software,Computers - Software & Consulting,328.75,157.26,30.50,71.54,0.08,153.90,12.86,2.50,5.50,17.04,3.62,54.18,5.09,29.94,33.22,54.18,0.09,0.07,40.45,2.31,29.29,22.83,79.47,0.00,2.31,3.62,152.98,28.93,-0.02,137.43,48.02,0.45,48.47,2.22,46.25,0.45,45.80,0.00,11.86,0.00,21.36,0.00,14.22,55.45,47.07,12.99,44.26,0.77,3.10,41.72,30.50,34.11,26.88,-7.59,-23.41,778.79
Kuantum Papers,532937,KUANTUM,INE529I01021,"Paper, Forest & Jute Products",Paper & Paper Products,81.85,11.36,53.73,5.88,0.56,10.07,6.16,677.66,8.57,7.63,0.63,2.70,0.67,6.93,1204.37,2.70,-0.07,5.88,1770.82,1.65,1.92,4.03,72.97,22.74,1.65,0.28,1069.56,16.26,0.00,1107.04,246.83,2.73,252.92,54.00,198.92,40.18,155.38,-3.36,8.73,0.00,1195.64,602.24,51.41,2157.77,206.53,327.04,173.87,43.61,62.78,117.72,53.73,176.96,-134.15,-314.60,76.29,713.64
Kwality Pharma,539997,KPL,INE552U01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,1608.00,18.40,57.14,9.46,0.38,16.31,54.50,110.44,5.11,16.12,1.88,8.35,3.60,123.51,290.11,8.35,0.03,2.77,293.19,1.59,8.37,31.55,100.22,0.00,1.59,1.38,461.65,22.82,0.04,370.20,80.39,1.92,82.28,18.29,63.99,9.88,54.14,0.03,10.38,0.00,279.73,112.45,0.00,477.65,320.06,170.62,105.35,10.57,19.63,88.30,56.52,52.72,27.80,-28.52,-14.44,1663.57
L G Balakrishnan,500250,LGBBROSLTD,INE337A01034,Auto Components,Auto Components & Equipments,1771.00,19.86,322.10,11.85,0.09,16.06,104.43,180.37,7.57,10.54,1.72,29.60,1.93,40.94,1996.39,29.60,0.22,0.60,1402.19,1.26,6.08,19.61,60.20,21.11,1.26,0.99,2929.80,16.05,0.01,2578.29,416.07,78.25,471.23,91.53,379.70,11.40,391.39,23.09,31.89,0.00,1964.50,126.00,31.21,2757.39,1176.52,684.21,470.31,14.30,108.39,423.27,333.10,288.36,-1.10,-310.55,17.74,5655.60
L T Foods,532783,LTFOODS,INE818H01020,Agricultural Food & other Products,Other Agricultural Products,427.50,19.18,650.22,9.06,0.43,16.70,18.72,1804.46,6.28,12.95,2.01,8.66,1.45,49.81,4187.22,8.66,-0.01,2.95,4385.75,1.75,6.07,32.11,94.39,17.21,1.75,0.65,10267.22,11.18,0.00,8681.47,978.79,116.57,1092.56,185.68,906.88,87.68,822.00,2.80,34.73,0.00,4152.49,12.77,1248.27,7634.63,5230.22,2607.63,1147.46,116.68,228.22,1010.40,650.22,462.50,223.82,-219.04,-150.45,14852.14
L&T Finance Ltd,533519,LTF,INE498L01015,Finance,Non Banking Financial Company (NBFC),287.79,8.38,3002.05,2.29,3.94,11.21,11.90,110297.66,6.16,15.91,2.70,1.60,4.02,-7.06,27983.53,1.60,-1.42,36.98,7729.64,4.69,1.51,-5.07,89.24,23.10,4.69,2.70,17913.67,61.14,-0.04,17913.67,10953.09,-25.15,10956.45,209.69,10746.76,6720.08,3998.17,-28.51,2504.39,0.00,25479.14,52153.49,40218.95,142205.31,10109.34,3749.20,10953.09,6720.08,209.69,10746.76,2982.87,-14189.24,-14426.81,366.90,15415.06,71983.46
L&T Technology,540115,LTTS,INE010V01017,IT - Services,IT Enabled Services,3582.50,26.35,1281.28,12.76,0.09,20.41,120.68,578.50,4.90,17.11,2.28,28.25,3.45,29.13,6472.70,28.25,0.19,0.45,6392.80,1.55,8.75,26.09,109.71,33.15,1.55,2.27,10995.90,17.60,-0.01,10995.90,1935.00,199.90,2156.20,345.20,1811.00,64.10,1725.60,-21.30,21.20,0.00,6451.50,0.00,577.60,10488.90,7366.40,3235.60,1935.00,64.10,345.20,1811.00,1281.10,1455.10,1280.20,-442.80,-799.50,37963.00
La Opala RG,526947,LAOPALA,INE059D01020,Consumer Durables,Glass - Consumer,181.00,15.43,103.20,10.02,0.01,10.93,9.17,8.39,6.87,12.75,17.57,27.13,6.33,24.05,801.83,27.13,0.42,0.09,741.51,1.11,6.57,17.92,79.22,86.19,1.11,15.14,317.77,37.01,0.31,331.87,108.30,47.73,149.20,18.32,130.88,5.27,132.44,6.83,22.20,0.00,779.63,10.28,0.54,880.48,594.51,33.84,117.62,5.09,20.22,138.10,101.82,112.21,102.96,2.55,-114.86,2010.59
Lak. Electrical,504258,,INE284C01018,Electrical Equipment,Other Electrical Equipment,880.55,2.30,2.72,1.08,0.05,1.32,10.98,14.50,1.96,27.66,1.81,6.10,0.95,-2641.65,274.29,6.10,0.85,4.18,101.18,1.21,2.93,40.04,-210.31,28.36,1.21,1.23,227.20,1.33,0.00,212.31,4.83,5.10,10.37,3.65,6.72,0.53,5.75,-0.44,2.46,0.00,271.83,10.17,0.00,352.96,112.89,62.53,3.03,0.72,3.71,4.39,2.70,5.41,-3.06,-4.72,-0.69,216.62
Lakshmi Mills,502958,,INE938C01019,Textiles & Apparels,Other Textile Products,7540.00,0.86,-17.96,-0.46,0.15,-0.60,-260.64,133.51,2.37,21.62,0.52,1.33,2.13,-62.81,887.99,1.33,1.50,-28.53,172.41,1.28,2.00,19.06,237.46,0.00,1.28,0.27,246.15,10.90,0.48,263.16,20.18,6.59,26.21,17.53,8.68,16.43,-7.19,0.56,6.96,0.00,881.03,133.51,0.00,1152.35,62.56,120.94,26.82,11.71,14.74,15.52,-18.13,27.54,18.59,-5.90,-21.99,524.78
Lancer Containe.,539841,LANCER,INE359U01028,Transport Services,Logistics Solution Provider,10.89,0.51,-37.72,-0.58,0.10,-0.76,-1.51,50.38,-8.95,-1344.26,2.30,-9.61,1.03,-3.69,489.09,-9.61,0.29,-143.94,520.89,1.20,2.83,1.24,-51.78,0.00,1.20,2.01,372.88,-6.06,-13.00,699.14,15.58,15.45,26.29,23.55,2.74,6.12,1.36,4.74,125.20,0.00,363.89,66.03,0.29,577.93,122.00,53.06,-22.60,3.88,36.99,-37.30,-37.72,309.58,-32.38,-338.63,24.48,384.70
Landmark Cars,543714,LANDMARK,INE559R01029,Automobiles,Auto Dealer,419.20,7.99,24.83,1.07,1.48,3.09,5.72,830.88,4.66,9.52,1.09,1.44,0.37,-392.11,562.20,1.44,-0.36,47.92,864.74,3.10,4.45,11.47,113.24,12.99,3.10,0.41,4708.94,5.18,0.04,4025.50,222.32,7.96,234.74,130.94,103.80,74.09,25.25,-4.46,20.73,0.00,541.47,517.74,352.66,1971.80,1109.56,1018.20,243.77,81.18,147.76,117.19,24.81,151.99,21.74,-164.22,23.45,1742.69
Larsen & Toubro,500510,LT,INE018A01030,Construction,Civil Construction,4053.60,14.49,17060.76,4.98,1.32,16.55,118.19,134001.13,5.45,16.45,1.25,3.75,2.01,43.27,101383.56,3.75,0.00,7.58,98834.03,3.68,3.82,60.88,128.36,31.09,3.68,1.21,277504.43,12.83,0.00,255734.45,34335.33,3289.42,37922.33,4121.18,33801.15,9924.78,23578.79,-297.58,275.12,0.00,101108.44,100526.23,31882.69,391102.62,248961.85,198786.53,35603.40,9775.46,4249.23,36671.32,18976.65,9160.71,5620.05,-15488.83,6556.62,557674.89
Last Mile Enter.,526961,,INE404B01022,Finance,Non Banking Financial Company (NBFC),6.21,8.02,14.18,4.22,0.11,5.65,0.40,40.67,9.80,9.51,2.26,8.32,0.08,-2.67,384.98,8.32,,2.26,287.58,0.98,6.29,-1.12,103.24,4.54,0.98,1.72,2675.32,0.42,0.16,385.16,7.88,18.50,23.39,0.80,22.59,2.53,23.05,2.99,35.58,0.00,349.40,15.59,16.20,629.28,455.91,201.71,11.18,3.03,1.84,25.22,18.05,-196.99,-210.72,-74.35,269.99,220.94
Latent View,543398,LATENTVIEW,INE0I7C01011,IT - Software,Computers - Software & Consulting,297.60,15.22,198.85,10.21,0.02,11.58,9.62,25.07,4.44,19.70,4.83,21.82,6.14,57.73,1626.45,21.82,0.21,0.14,1137.44,1.08,7.86,47.20,122.82,0.00,1.08,4.83,1003.75,22.28,0.00,847.84,196.23,68.94,254.84,29.31,225.53,7.12,228.74,10.33,20.69,0.00,1605.76,0.14,28.63,1895.86,930.20,192.55,223.64,12.14,39.54,264.86,198.33,130.47,114.69,-221.32,-4.58,6158.10
Laurus Labs,540222,LAURUSLABS,INE947Q01028,Pharmaceuticals & Biotechnology,Pharmaceuticals,1124.00,9.15,843.32,3.61,0.46,7.45,15.63,2211.76,2.10,35.14,1.32,7.07,9.03,3215.94,4805.40,7.07,0.01,6.17,5799.09,1.98,12.33,100.85,241.11,18.06,1.98,0.68,6721.63,25.09,0.00,5553.96,1055.28,75.10,1073.33,430.09,643.24,216.00,484.29,57.05,107.97,0.00,4697.43,1673.65,1090.08,9415.25,4191.50,3175.18,1686.20,186.69,468.38,1319.54,840.82,601.65,60.52,-680.33,39.28,60677.15
Laxmi Dental,544339,LAXMIDENTL,INE0WO601020,Healthcare Equipment & Supplies,Medical Equipment & Supplies,192.47,19.20,26.83,12.31,0.04,21.88,4.22,8.91,3.02,22.05,4.42,13.79,4.00,112.90,229.27,13.79,0.15,0.28,144.60,1.02,9.35,24.13,180.15,0.00,1.02,3.71,264.58,14.90,0.07,239.11,42.65,9.66,45.99,15.02,30.97,6.17,31.12,6.32,10.99,0.00,218.28,11.37,8.15,266.34,118.63,26.83,39.42,2.28,15.80,31.44,23.09,43.83,28.50,-29.21,110.64,1057.47
Laxmi Goldorna,,LGHL,INE258Y01016,Consumer Durables,"Gems, Jewellery And Watches",264.23,18.38,9.45,7.87,1.29,19.04,1.94,96.72,1.67,59.33,5.17,2.39,12.56,-146.38,104.17,2.39,-0.07,9.14,137.66,2.06,13.44,-56.25,450.20,0.00,2.06,1.22,105.39,22.45,0.00,87.82,22.46,0.27,22.66,0.21,22.45,8.60,13.92,0.07,50.09,0.00,54.08,80.99,0.00,194.40,170.03,32.91,23.66,9.94,0.21,23.72,9.74,-23.53,-23.55,3.44,19.61,1323.60
